condition,seed,fixed_priority_critical_fcq_rate,fixed_priority_high_hostility_fcq_rate,fixed_priority_mean_critical_covariance,fixed_priority_low_value_task_fraction,fixed_priority_assignments_per_step,fixed_priority_median_shift_response_delay,fixed_priority_missed_shift_count,fixed_priority_critical_track_count,fixed_priority_track_count,greedy_uncertainty_critical_fcq_rate,greedy_uncertainty_high_hostility_fcq_rate,greedy_uncertainty_mean_critical_covariance,greedy_uncertainty_low_value_task_fraction,greedy_uncertainty_assignments_per_step,greedy_uncertainty_median_shift_response_delay,greedy_uncertainty_missed_shift_count,greedy_uncertainty_critical_track_count,greedy_uncertainty_track_count,adaptive_sensor_manager_critical_fcq_rate,adaptive_sensor_manager_high_hostility_fcq_rate,adaptive_sensor_manager_mean_critical_covariance,adaptive_sensor_manager_low_value_task_fraction,adaptive_sensor_manager_assignments_per_step,adaptive_sensor_manager_median_shift_response_delay,adaptive_sensor_manager_missed_shift_count,adaptive_sensor_manager_critical_track_count,adaptive_sensor_manager_track_count
hostility_shift,4000070,0.9039718451483157,0.9430485762144054,0.6296237039397002,0.18024691358024691,27.0,4.0,4,56,57,0.9881850175967823,1.0,0.4385087867631316,0.0007407407407407407,27.0,0.0,0,56,57,0.9947209653092006,1.0,0.5814751874780865,0.038903625110521665,22.62,0.0,0,56,57
hostility_shift,4010077,0.8422604422604423,0.9338190649666059,0.832455449309356,0.24345679012345678,27.0,3.0,4,59,61,0.9867321867321868,1.0,0.4303887198556562,0.0024691358024691358,27.0,0.0,0,59,61,0.9970515970515971,1.0,0.5712668960608421,0.05802047781569966,21.486666666666668,0.0,0,59,61
hostility_shift,4020084,0.7874720357941835,0.8966849050531059,0.9387834634836301,0.21308641975308643,27.0,4.0,9,60,61,0.9830971911508825,1.0,0.4698565620438212,0.0,27.0,0.0,0,60,61,0.9930400198856575,1.0,0.5925230198131679,0.053920139900903524,22.873333333333335,0.0,0,60,61
hostility_shift,4030091,0.8254186110348614,0.9305210918114144,0.9046070284082378,0.22419753086419753,27.0,3.5,0,50,54,0.9876475432335987,1.0,0.3828571853206608,0.00962962962962963,27.0,0.0,0,50,54,0.9945100192149328,1.0,0.566159634792634,0.07211698238617481,20.06,0.0,0,50,54
hostility_shift,4040098,0.8884758364312267,0.9317948717948717,0.6775328418705155,0.18641975308641975,27.0,4.0,5,68,70,0.9951208178438662,1.0,0.49129176872605146,0.0007407407407407407,27.0,0.0,0,68,70,0.9995353159851301,1.0,0.5990823716199081,0.028208744710860368,23.633333333333333,0.0,0,68,70
hostility_shift,4050105,0.8470997679814385,0.9088486140724946,0.8560292189860546,0.1908641975308642,27.0,4.0,11,69,74,0.9904872389791183,1.0,0.4646418982952679,0.0019753086419753087,27.0,0.0,0,69,74,0.9979118329466358,1.0,0.602878722190426,0.030285210232284622,22.673333333333332,0.0,0,69,74
hostility_shift,4060112,0.8302692664809657,0.9274959462589761,0.8706368509763879,0.17728395061728394,27.0,4.0,6,76,80,0.9890436397400185,1.0,0.5327081492606449,0.0,27.0,0.0,0,76,80,0.9974001857010214,1.0,0.6161148725256694,0.03976196916418718,24.64666666666667,0.0,0,76,80
hostility_shift,4070119,0.8604972375690608,0.9297833463847559,0.7671177836678976,0.14987654320987653,27.0,3.5,3,66,66,0.9924033149171271,1.0,0.474551602928266,0.005679012345679012,27.0,0.0,0,66,66,0.9970073664825047,1.0,0.5891488923551604,0.037785588752196834,22.76,0.0,0,66,66
hostility_shift,4080126,0.8938053097345132,0.9518005540166204,0.5721469778892229,0.15012345679012346,27.0,3.0,5,53,53,0.9859882005899705,1.0,0.3538801680227535,0.0024691358024691358,27.0,0.0,0,53,53,0.9948377581120944,1.0,0.5689089588660265,0.0345514950166113,20.066666666666666,0.0,0,53,53
hostility_shift,4090133,0.8382111917583704,0.9307882449876408,0.9010883315820396,0.18419753086419752,27.0,4.0,7,68,71,0.9918051978459377,1.0,0.503669777817862,0.0009876543209876543,27.0,0.0,0,68,71,0.9978927651603839,1.0,0.6072211933736671,0.03073019453058923,23.64666666666667,0.0,0,68,71
hostility_shift,4100140,0.7475651487233482,0.8718202841096796,1.1619529065273067,0.2054320987654321,27.0,4.0,8,63,64,0.9897341405633061,1.0,0.4804866389075658,0.0,27.0,0.0,0,63,64,0.996314819689392,1.0,0.5815213525810403,0.044767607641859136,23.38,0.0,0,63,64
hostility_shift,4110147,0.8041283374467131,0.9104683195592287,1.005771432674395,0.20839506172839506,27.0,4.0,5,58,59,0.9854161992371551,1.0,0.4581616029883986,0.0,27.0,0.0,0,58,59,0.9934933811981154,1.0,0.5945723804732271,0.05760233918128655,22.8,0.0,0,58,59
hostility_shift,4120154,0.8517268242015061,0.9159842280861389,0.7393085628999058,0.23580246913580247,27.0,3.5,10,66,67,0.9903921059465074,1.0,0.4554644691393496,0.0019753086419753087,27.0,0.0,0,66,67,0.9974032718774344,1.0,0.5862592094405711,0.044157404626013814,22.19333333333333,0.0,0,66,67
hostility_shift,4130161,0.8105504587155963,0.9273840769903762,0.9872422040648312,0.17629629629629628,27.0,4.0,8,65,65,0.9837155963302753,1.0,0.44748801825563583,0.0022222222222222222,27.0,0.0,0,65,65,0.993348623853211,1.0,0.5800612649642577,0.04976525821596244,21.3,0.0,0,65,65
combined_stress,3900000,0.13188745603751464,0.1308297180043384,2.587694781052275,0.021333333333333333,20.0,19.0,104,135,142,0.00246189917936694,0.0028470715835141,2.343253142456221,0.0,20.0,45.0,129,135,142,0.09636576787807738,0.10086767895878525,2.3139951995637023,0.0,20.0,14.0,93,135,142
combined_stress,3910007,0.14118490205446727,0.13467168548724384,2.401150783549777,0.019,20.0,14.0,90,126,131,0.0016722408026755853,0.0019517635577861424,2.26972661084154,0.0,20.0,45.0,119,126,131,0.07035355948399427,0.07597936707096055,2.1727197885513427,0.0,20.0,4.0,74,126,131
combined_stress,3920014,0.15898089171974522,0.1650131310183834,2.5496161775291246,0.03266666666666666,20.0,19.0,97,132,137,0.006624203821656051,0.00758681062153487,2.148367012192198,0.0,20.0,39.5,128,132,137,0.12280254777070064,0.12999708199591478,2.0194856434794657,0.0,20.0,10.5,86,132,137
combined_stress,3930021,0.14547973675095255,0.14719498910675383,2.71600159934734,0.018333333333333333,20.0,20.0,105,142,148,0.00023092021706500404,0.0002723311546840959,2.4403314086551817,0.0,20.0,41.0,139,142,148,0.10553053919870685,0.11247276688453159,2.377917093955024,0.0,20.0,14.0,94,142,148
combined_stress,3940028,0.1396655701754386,0.12421875,2.173668820949738,0.033,20.0,17.0,92,125,130,0.004660087719298245,0.00484375,2.069844434155045,0.0,20.0,33.0,120,125,130,0.10622258771929824,0.10765625,1.95359222827303,0.0,20.0,5.0,74,125,130
combined_stress,3950035,0.16857953844255213,0.17084383805427852,2.5905783877532,0.03233333333333333,20.0,15.0,102,137,146,0.0016043440700974948,0.0019279252558208513,2.2642995236927357,0.0,20.0,41.0,134,137,146,0.11255090707145501,0.11864155420436008,2.193127929464366,0.0,20.0,10.0,91,137,146
combined_stress,3960042,0.15239646347138203,0.15711830421082784,2.437901879376048,0.02,20.0,13.0,91,129,135,0.0013959981386691485,0.0017187052420509883,2.1454083380551103,0.0,20.0,43.0,123,129,135,0.07061423918101442,0.07719851045545689,2.0358777761529145,0.0,20.0,6.0,78,129,135
combined_stress,3970049,0.14256980596308566,0.1534065934065934,2.5089332571840726,0.03,20.0,17.5,102,137,142,0.002957879791765263,0.003663003663003663,2.227966690290263,0.0,20.0,35.5,132,137,142,0.08613345953620445,0.09641025641025641,2.097784214462174,0.0,20.0,7.0,84,137,142
combined_stress,3980056,0.1327120443553144,0.13702900515044728,2.385941852217178,0.017333333333333333,20.0,19.5,86,122,128,0.0020054264480358617,0.002304147465437788,2.155574715982549,0.0,20.0,57.5,117,122,128,0.11018048838032322,0.11534291135809162,2.0866672044040167,0.0,20.0,11.0,76,122,128
combined_stress,3990063,0.13227130098962106,0.12547797762356608,2.2278942754911455,0.007666666666666666,20.0,14.5,88,126,130,0.0026550808592807145,0.003115705990652882,2.0413424732541805,0.0,20.0,51.0,120,126,130,0.10475500844798455,0.10692536467922391,1.928365940463169,0.0,20.0,5.5,74,126,130
combined_stress,4000070,0.1341293763041966,0.13134249471458773,2.5409534988412936,0.019666666666666666,20.0,18.0,105,144,148,0.001623000231857176,0.0018498942917547568,2.4029989524129505,0.0,20.0,41.5,138,144,148,0.09981451425921632,0.10769027484143763,2.3171456369639434,0.0,20.0,10.0,92,144,148
combined_stress,4010077,0.11791491911324146,0.12135221034383126,2.5137790339008017,0.034333333333333334,20.0,21.0,104,137,145,0.0032354703415218692,0.0037561398439757295,2.1819318109901924,0.0,20.0,41.0,132,137,145,0.10880766926303176,0.11730713666570355,2.0375662526686926,0.0,20.0,9.0,86,137,145
combined_stress,4020084,0.14995107632093935,0.1696485623003195,2.717291862888635,0.019,20.0,19.0,96,126,128,0.004403131115459882,0.005591054313099041,2.193861134565507,0.0,20.0,39.5,121,126,128,0.09809197651663405,0.11373801916932907,2.10144867243912,0.0,20.0,14.5,88,126,128
combined_stress,4030091,0.14945188794153472,0.14962630792227205,2.384975494248439,0.029666666666666668,20.0,14.0,74,119,126,0.004628501827040195,0.005680119581464873,2.0605511444209608,0.0,20.0,41.0,112,119,126,0.0930572472594397,0.10986547085201794,1.9751820850309447,0.0,20.0,7.0,68,119,126
combined_stress,4040098,0.17257298031228785,0.17062937062937064,2.239426776042051,0.07166666666666667,20.0,15.0,81,120,131,0.008418194161575018,0.00947940947940948,2.0442145795124422,0.0,20.0,36.0,109,120,131,0.13985064494229463,0.15275835275835276,1.9336996216442826,0.0,20.0,9.0,67,120,131
combined_stress,4050105,0.20778544460356724,0.22072820667774587,2.313272982571971,0.035,20.0,15.0,88,125,128,0.0026038276266111184,0.0030216044719746185,2.048332404560745,0.0,20.0,33.0,119,125,128,0.13487827105845593,0.1470010575615652,1.8891420313801124,0.0,20.0,8.0,76,125,128
combined_stress,4060112,0.1513787931233414,0.14923218270114189,2.572598755259841,0.028666666666666667,20.0,21.0,100,134,137,0.00253836390908042,0.002887518046987794,2.320162520168482,0.0,20.0,50.0,129,134,137,0.08376600899965386,0.08426302664391652,2.292567589593978,0.0,20.0,12.0,86,134,137
combined_stress,4070119,0.1389889454726121,0.13833309342162084,2.162041758282052,0.007333333333333333,20.0,14.0,79,121,125,0.0022357471121599803,0.0025910464948898804,2.1358550209136062,0.0,20.0,50.0,114,121,125,0.09936653831822134,0.1095436879228444,1.9890389941504214,0.0,20.0,5.0,72,121,125
combined_stress,4080126,0.21026894865525672,0.2078959041845335,1.9434006860341215,0.024333333333333332,20.0,15.0,74,114,119,0.012224938875305624,0.013307703681798018,1.8940314513577112,0.0,20.0,36.0,101,114,119,0.18948655256723718,0.20109418896939227,1.7462943540586784,0.0,20.0,4.0,63,114,119
combined_stress,4090133,0.09122464475539646,0.08854692230070636,2.5366158591586694,0.011333333333333334,20.0,23.5,105,137,143,0.0007593014426727411,0.0008829465186680121,2.3906093816921876,0.0,20.0,51.0,134,137,143,0.06323896301117257,0.06495963673057517,2.3218066093514915,0.0,20.0,14.5,87,137,143
combined_stress,4100140,0.1502685546875,0.15189698144558295,2.6256474033880024,0.016,20.0,23.0,107,137,144,0.0003662109375,0.0004153973968429798,2.3882580614249305,0.0,20.0,40.0,135,137,144,0.1063232421875,0.1088341179728607,2.353251991938421,0.0,20.0,16.0,91,137,144
combined_stress,4110147,0.13243006993006992,0.14845557218669206,2.614361065282274,0.011666666666666667,20.0,14.5,105,138,146,0.0013111888111888112,0.0016328752211185195,2.2317352594066096,0.0,20.0,40.5,134,138,146,0.07583041958041958,0.0846373656279766,2.173910367004963,0.0,20.0,10.0,94,138,146
combined_stress,4120154,0.11722365038560412,0.11238670694864049,2.228420560444301,0.016,20.0,22.5,97,122,124,0.0007712082262210797,0.0009063444108761329,2.1049587323345813,0.0,20.0,45.5,118,122,124,0.12069408740359897,0.12522658610271903,1.9294378396449428,0.0,20.0,5.0,71,122,124
combined_stress,4130161,0.1826086956521739,0.20671872697804627,2.3396100104431983,0.011,20.0,14.0,83,125,129,0.00282021151586369,0.0035361720937085606,2.0793651769369697,0.0,20.0,35.0,117,125,129,0.10716803760282022,0.12568144983055843,1.9487611772678728,0.0,20.0,7.0,74,125,129
