condition,architecture,seed,agents,tasks,margin,safe_completion_rate,raw_completion_rate,constraint_violation_rate,compromised_assignment_rate,messages_per_safe_completion,messages,contract_fields_transmitted,false_rejection_rate,strategy_entropy,unavailable_task_rate
collusion_10pct,constraint_contract,6020084,500,1200,0,0.9325,0.9658333333333333,0.03451251078515962,0.004314063848144953,15.151027703306523,16954,72000,0.05887667519951814,0.9895660130606868,0.0033333333333333335
collusion_10pct,peer_reputation,6030091,500,1200,0,0.8991666666666667,0.9983333333333333,0.0993322203672788,0.005008347245409015,16.7451343836886,18068,0,0.0,0.9937620703572276,0.0
collusion_10pct,constraint_contract,6030091,500,1200,0,0.9291666666666667,0.9591666666666666,0.03127715030408341,0.006081668114682885,15.237668161434977,16990,72000,0.05924920850293985,0.9927703048617564,0.0033333333333333335
collusion_10pct,peer_reputation,6040098,500,1200,0,0.9025,0.9991666666666666,0.09674728940783987,0.004170141784820684,16.544783010156973,17918,0,0.0,0.9950182249123342,0.0
collusion_10pct,constraint_contract,6040098,500,1200,0,0.9441666666666667,0.9708333333333333,0.027467811158798282,0.004291845493562232,14.866725507502206,16844,72000,0.05982650314089141,0.9919327193066227,0.005
collusion_10pct,peer_reputation,6050105,500,1200,0,0.9016666666666666,0.9983333333333333,0.09682804674457429,0.005843071786310518,16.624768946395562,17988,0,0.0,0.9964551791561894,0.0
collusion_10pct,constraint_contract,6050105,500,1200,0,0.9266666666666666,0.9625,0.03722943722943723,0.005194805194805195,15.154676258992806,16852,72000,0.057567035297682166,0.9968812392869928,0.008333333333333333
collusion_10pct,peer_reputation,6060112,500,1200,0,0.9025,0.9983333333333333,0.09599332220367279,0.005843071786310518,16.60572483841182,17984,0,0.0,0.9978759440016886,0.0
collusion_10pct,constraint_contract,6060112,500,1200,0,0.9316666666666666,0.9666666666666667,0.03620689655172414,0.007758620689655172,15.105545617173524,16888,72000,0.05255209906372697,0.996387351705726,0.006666666666666667
collusion_10pct,peer_reputation,6070119,500,1200,0,0.8916666666666667,0.9975,0.1060985797827903,0.010025062656641603,16.99626168224299,18186,0,0.0,0.9945125468776823,0.0
collusion_10pct,constraint_contract,6070119,500,1200,0,0.9208333333333333,0.9541666666666667,0.034934497816593885,0.00960698689956332,15.417194570135747,17036,72000,0.05698234349919743,0.9946639480899904,0.018333333333333333
collusion_10pct,peer_reputation,6080126,500,1200,0,0.9166666666666666,0.9966666666666667,0.0802675585284281,0.005852842809364548,16.345454545454544,17980,0,0.0,0.9850919405736449,0.0
collusion_10pct,constraint_contract,6080126,500,1200,0,0.9416666666666667,0.9691666666666666,0.028374892519346516,0.004299226139294927,14.941592920353981,16884,72000,0.055875227135069656,0.9897437266248046,0.005
collusion_10pct,peer_reputation,6090133,500,1200,0,0.9066666666666666,0.9983333333333333,0.09181969949916527,0.0025041736227045075,16.216911764705884,17644,0,0.0,0.9929935918584867,0.0
collusion_10pct,constraint_contract,6090133,500,1200,0,0.9391666666666667,0.9666666666666667,0.028448275862068967,0.00603448275862069,14.985803016858917,16889,72000,0.05772369787802344,0.9910792811943459,0.0075
collusion_10pct,peer_reputation,6100140,500,1200,0,0.9,0.9975,0.09774436090225563,0.00835421888053467,17.06111111111111,18426,0,0.0,0.9944946211878345,0.0
collusion_10pct,constraint_contract,6100140,500,1200,0,0.9241666666666667,0.9541666666666667,0.0314410480349345,0.008733624454148471,15.293056807935077,16960,72000,0.05372405372405373,0.9985577170179425,0.008333333333333333
collusion_10pct,peer_reputation,6110147,500,1200,0,0.905,0.9991666666666666,0.09424520433694746,0.003336113427856547,16.58379373848987,18010,0,0.0,0.9927666880284912,0.0
collusion_10pct,constraint_contract,6110147,500,1200,0,0.9383333333333334,0.9658333333333333,0.028472821397756688,0.005176876617773943,15.096802841918295,16999,72000,0.058391929073677774,0.9930449679011143,0.010833333333333334
collusion_10pct,peer_reputation,6120154,500,1200,0,0.9008333333333334,0.9975,0.09690893901420217,0.006683375104427736,16.949121184088806,18322,0,0.0,0.9873009357062466,0.0
collusion_10pct,constraint_contract,6120154,500,1200,0,0.935,0.9675,0.03359173126614987,0.01119724375538329,15.002673796791443,16833,72000,0.06178592904389657,0.9827255523991718,0.009166666666666667
collusion_10pct,peer_reputation,6130161,500,1200,0,0.9075,0.9983333333333333,0.09098497495826377,0.00333889816360601,16.183654729109275,17624,0,0.0,0.9974097456790713,0.0
collusion_10pct,constraint_contract,6130161,500,1200,0,0.9541666666666667,0.9833333333333333,0.029661016949152543,0.003389830508474576,14.728384279475982,16864,72000,0.05970149253731343,0.997497014393688,0.006666666666666667
collusion_10pct,peer_reputation,6140168,500,1200,0,0.9083333333333333,0.9975,0.08939014202172096,0.005012531328320802,16.464220183486237,17946,0,0.0,0.9940269311793255,0.0
collusion_10pct,constraint_contract,6140168,500,1200,0,0.945,0.9791666666666666,0.03489361702127659,0.007659574468085106,14.901234567901234,16898,72000,0.05247727939020815,0.9983150244746121,0.0033333333333333335
collusion_10pct,peer_reputation,6150175,500,1200,0,0.9008333333333334,1.0,0.09916666666666667,0.008333333333333333,16.65494912118409,18004,0,0.0,0.9925951650201279,0.0
collusion_10pct,constraint_contract,6150175,500,1200,0,0.9283333333333333,0.9708333333333333,0.04377682403433476,0.008583690987124463,15.230700179533214,16967,72000,0.0567450217098368,0.9964701315137087,0.004166666666666667
collusion_10pct,peer_reputation,6160182,500,1200,0,0.8816666666666667,1.0,0.11833333333333333,0.005833333333333334,16.92249527410208,17904,0,0.0,0.9892258247170146,0.0
collusion_10pct,constraint_contract,6160182,500,1200,0,0.9416666666666667,0.9675,0.026701119724375538,0.0068906115417743325,14.995575221238939,16945,72000,0.05537854650280686,0.9930748629418747,0.009166666666666667
collusion_10pct,peer_reputation,6170189,500,1200,0,0.9041666666666667,0.9991666666666666,0.0950792326939116,0.007506255212677231,16.683870967741935,18102,0,0.0,0.9877327666676142,0.0
collusion_10pct,constraint_contract,6170189,500,1200,0,0.9233333333333333,0.955,0.03315881326352531,0.011343804537521814,15.351985559566787,17010,72000,0.052503052503052504,0.9924655619292033,0.015
collusion_10pct,peer_reputation,6180196,500,1200,0,0.9008333333333334,0.9966666666666667,0.09615384615384616,0.002508361204013378,16.899167437557818,18268,0,0.0,0.998758672595915,0.0
collusion_10pct,constraint_contract,6180196,500,1200,0,0.9358333333333333,0.965,0.030224525043177894,0.010362694300518135,15.082813891362422,16938,72000,0.05512762422594774,0.9965510857634543,0.008333333333333333
collusion_10pct,peer_reputation,6190203,500,1200,0,0.9041666666666667,0.9983333333333333,0.09432387312186978,0.007512520868113523,16.895852534562213,18332,0,0.0,0.99610120670889,0.0
collusion_10pct,constraint_contract,6190203,500,1200,0,0.94,0.9741666666666666,0.03507271171941831,0.006843455945252352,14.936170212765957,16848,72000,0.0554029304029304,0.9971642832351058,0.008333333333333333
monitor_shift,peer_reputation,6900000,500,1200,0,0.9041666666666667,1.0,0.09583333333333334,0.0075,16.72626728110599,18148,0,0.0,0.9903103312944762,0.0
monitor_shift,constraint_contract,6900000,500,1200,0,0.9191666666666667,0.9558333333333333,0.03836094158674804,0.004359197907585004,15.390752493200363,16976,72000,0.11452644718364799,0.9954559903281072,0.018333333333333333
monitor_shift,peer_reputation,6910007,500,1200,0,0.9083333333333333,0.9958333333333333,0.08786610878661087,0.005857740585774059,16.70275229357798,18206,0,0.0,0.9972985218167189,0.0
monitor_shift,constraint_contract,6910007,500,1200,0,0.9208333333333333,0.955,0.03577661431064572,0.004363001745200698,15.476018099547511,17101,72000,0.12127267138026437,0.9942791614817452,0.010833333333333334
monitor_shift,peer_reputation,6920014,500,1200,0,0.9,0.9983333333333333,0.09849749582637729,0.004173622704507512,16.892592592592592,18244,0,0.0,0.9860455528357993,0.0
monitor_shift,constraint_contract,6920014,500,1200,0,0.8983333333333333,0.9408333333333333,0.045172719220549155,0.001771479185119575,15.71799628942486,16944,72000,0.11907051282051281,0.9860342407680278,0.018333333333333333
monitor_shift,peer_reputation,6930021,500,1200,0,0.91,0.9966666666666667,0.08695652173913043,0.006688963210702341,16.501831501831504,18020,0,0.0,0.9944812498005605,0.0
monitor_shift,constraint_contract,6930021,500,1200,0,0.9183333333333333,0.9566666666666667,0.04006968641114982,0.0078397212543554,15.409255898366606,16981,72000,0.11529235382308846,0.9903826417309395,0.010833333333333334
monitor_shift,peer_reputation,6940028,500,1200,0,0.9025,0.9975,0.09523809523809523,0.00835421888053467,16.799630655586334,18194,0,0.0,0.9923742226327202,0.0
monitor_shift,constraint_contract,6940028,500,1200,0,0.935,0.9741666666666666,0.04020530367835757,0.001710863986313088,15.116755793226382,16961,72000,0.10970526942542423,0.9953305441763398,0.009166666666666667
monitor_shift,peer_reputation,6950035,500,1200,0,0.8858333333333334,0.9975,0.11194653299916457,0.007518796992481203,17.36782690498589,18462,0,0.0,0.9931382620626614,0.0
monitor_shift,constraint_contract,6950035,500,1200,0,0.9166666666666666,0.9525,0.03762029746281715,0.0008748906386701663,15.438181818181818,16982,72000,0.11563467492260061,0.9984148855810481,0.013333333333333334
monitor_shift,peer_reputation,6960042,500,1200,0,0.8983333333333333,0.9975,0.09941520467836257,0.002506265664160401,16.680890538033395,17982,0,0.0,0.9960106924387933,0.0
monitor_shift,constraint_contract,6960042,500,1200,0,0.925,0.96,0.036458333333333336,0.0008680555555555555,15.330630630630631,17017,72000,0.10821170573492554,0.9919946978206976,0.0175
monitor_shift,peer_reputation,6970049,500,1200,0,0.9108333333333334,0.9991666666666666,0.0884070058381985,0.010008340283569641,16.41171088746569,17938,0,0.0,0.9969236555237091,0.0
monitor_shift,constraint_contract,6970049,500,1200,0,0.9241666666666667,0.96,0.03732638888888889,0.0026041666666666665,15.294860234445446,16962,72000,0.11390051139005114,0.9961017001023352,0.005
monitor_shift,peer_reputation,6980056,500,1200,0,0.8858333333333334,0.9966666666666667,0.11120401337792642,0.006688963210702341,17.106302916274693,18184,0,0.0,0.9945995956333927,0.0
monitor_shift,constraint_contract,6980056,500,1200,0,0.9108333333333334,0.9558333333333333,0.047079337401918046,0.0008718395815170009,15.594693504117108,17045,72000,0.10900914870522561,0.9918467657457936,0.0125
monitor_shift,peer_reputation,6990063,500,1200,0,0.9066666666666666,0.9983333333333333,0.09181969949916527,0.005008347245409015,16.731617647058822,18204,0,0.0,0.9878381423976481,0.0
monitor_shift,constraint_contract,6990063,500,1200,0,0.9108333333333334,0.9533333333333334,0.044580419580419584,0.004370629370629371,15.561756633119854,17009,72000,0.11346007604562737,0.9939754023147856,0.014166666666666666
monitor_shift,peer_reputation,7000070,500,1200,0,0.8908333333333334,1.0,0.10916666666666666,0.0075,17.24976613657624,18440,0,0.0,0.9963394340415311,0.0
monitor_shift,constraint_contract,7000070,500,1200,0,0.9075,0.9508333333333333,0.04557405784399649,0.012269938650306749,15.742883379247015,17144,72000,0.11633039092055486,0.98700254727964,0.011666666666666667
monitor_shift,peer_reputation,7010077,500,1200,0,0.9075,0.9991666666666666,0.09174311926605505,0.0025020850708924102,16.5821854912764,18058,0,0.0,0.9913320646312205,0.0
monitor_shift,constraint_contract,7010077,500,1200,0,0.9341666666666667,0.9641666666666666,0.03111495246326707,0.001728608470181504,15.2078501338091,17048,72000,0.11425945780364527,0.9907589202186424,0.011666666666666667
monitor_shift,peer_reputation,7020084,500,1200,0,0.8875,1.0,0.1125,0.014166666666666666,16.96150234741784,18064,0,0.0,0.9973192232621709,0.0
monitor_shift,constraint_contract,7020084,500,1200,0,0.9325,0.96,0.028645833333333332,0.0026041666666666665,15.168900804289544,16974,72000,0.10426123883438278,0.9954586101810514,0.011666666666666667
monitor_shift,peer_reputation,7030091,500,1200,0,0.9091666666666667,0.9991666666666666,0.09007506255212677,0.004170141784820684,16.672777268560953,18190,0,0.0,0.994389135699277,0.0
monitor_shift,constraint_contract,7030091,500,1200,0,0.9258333333333333,0.9566666666666667,0.032229965156794424,0.004355400696864111,15.178217821782178,16863,72000,0.11327248241807572,0.9986240564938713,0.015833333333333335
monitor_shift,peer_reputation,7040098,500,1200,0,0.9041666666666667,0.9983333333333333,0.09432387312186978,0.0025041736227045075,16.892165898617513,18328,0,0.0,0.997942576203194,0.0
monitor_shift,constraint_contract,7040098,500,1200,0,0.93,0.965,0.03626943005181347,0.0025906735751295338,15.205197132616487,16969,72000,0.11550609114152505,0.9957757327724829,0.014166666666666666
monitor_shift,peer_reputation,7050105,500,1200,0,0.8983333333333333,0.9991666666666666,0.10091743119266056,0.004170141784820684,16.855287569573285,18170,0,0.0,0.9927162873750692,0.0
monitor_shift,constraint_contract,7050105,500,1200,0,0.9308333333333333,0.9683333333333334,0.0387263339070568,0.006024096385542169,15.163831692032229,16938,72000,0.11382237041527736,0.9982221464578075,0.008333333333333333
monitor_shift,peer_reputation,7060112,500,1200,0,0.9183333333333333,0.9991666666666666,0.08090075062552127,0.012510425354462052,16.183303085299457,17834,0,0.0,0.9913670310870342,0.0
monitor_shift,constraint_contract,7060112,500,1200,0,0.925,0.9566666666666667,0.033101045296167246,0.002613240418118467,15.336936936936937,17024,72000,0.12523105360443623,0.9941951091719695,0.016666666666666666
monitor_shift,peer_reputation,7070119,500,1200,0,0.9016666666666666,0.9983333333333333,0.09682804674457429,0.008347245409015025,16.720887245841034,18092,0,0.0,0.9880296618483309,0.0
monitor_shift,constraint_contract,7070119,500,1200,0,0.935,0.9666666666666667,0.032758620689655175,0.002586206896551724,15.101604278074866,16944,72000,0.11063829787234042,0.9934070572716179,0.01
monitor_shift,peer_reputation,7080126,500,1200,0,0.8908333333333334,0.9983333333333333,0.10767946577629382,0.00667779632721202,16.99532273152479,18168,0,0.0,0.9982808780231205,0.0
monitor_shift,constraint_contract,7080126,500,1200,0,0.9358333333333333,0.9658333333333333,0.031061259706643658,0.003451251078515962,15.159394479073908,17024,72000,0.11360981308411215,0.9982100924441811,0.008333333333333333
monitor_shift,peer_reputation,7090133,500,1200,0,0.905,0.9966666666666667,0.09197324414715718,0.006688963210702341,16.813996316758747,18260,0,0.0,0.9972781786265537,0.0
monitor_shift,constraint_contract,7090133,500,1200,0,0.9225,0.9575,0.03655352480417755,0.004351610095735422,15.361336946702801,17005,72000,0.11329044406088185,0.9986696901960049,0.0125
monitor_shift,peer_reputation,7100140,500,1200,0,0.8941666666666667,1.0,0.10583333333333333,0.01,16.771668219944083,17996,0,0.0,0.9973327715944448,0.0
monitor_shift,constraint_contract,7100140,500,1200,0,0.92,0.955,0.03664921465968586,0.0008726003490401396,15.478260869565217,17088,72000,0.11178339131750113,0.9983940662350045,0.013333333333333334
monitor_shift,peer_reputation,7110147,500,1200,0,0.9133333333333333,0.9991666666666666,0.08590492076730609,0.0050041701417848205,16.516423357664234,18102,0,0.0,0.9901382424514522,0.0
monitor_shift,constraint_contract,7110147,500,1200,0,0.9258333333333333,0.96,0.035590277777777776,0.005208333333333333,15.42034203420342,17132,72000,0.11173694626274927,0.9885635192105405,0.01
monitor_shift,peer_reputation,7120154,500,1200,0,0.9116666666666666,0.9966666666666667,0.08528428093645485,0.005016722408026756,16.53016453382084,18084,0,0.0,0.9958163105223318,0.0
monitor_shift,constraint_contract,7120154,500,1200,0,0.9375,0.9658333333333333,0.029335634167385678,0.0008628127696289905,15.067555555555556,16951,72000,0.1118440340076224,0.9969660936624967,0.0075
monitor_shift,peer_reputation,7130161,500,1200,0,0.8983333333333333,0.9991666666666666,0.10091743119266056,0.007506255212677231,16.962894248608535,18286,0,0.0,0.9962415701838412,0.0
monitor_shift,constraint_contract,7130161,500,1200,0,0.9291666666666667,0.9616666666666667,0.033795493934142114,0.0008665511265164644,15.29506726457399,17054,72000,0.10990023023791251,0.9967592873037194,0.008333333333333333
monitor_shift,peer_reputation,7140168,500,1200,0,0.8975,0.9975,0.10025062656641603,0.006683375104427736,17.030640668523677,18342,0,0.0,0.9925318681150069,0.0
monitor_shift,constraint_contract,7140168,500,1200,0,0.9108333333333334,0.9466666666666667,0.037852112676056336,0.00528169014084507,15.494967978042085,16936,72000,0.11963918341509733,0.9905673157553684,0.02
monitor_shift,peer_reputation,7150175,500,1200,0,0.8983333333333333,0.9983333333333333,0.1001669449081803,0.005843071786310518,16.86456400742115,18180,0,0.0,0.9956888112547555,0.0
monitor_shift,constraint_contract,7150175,500,1200,0,0.9225,0.9558333333333333,0.03487358326068003,0.004359197907585004,15.220415537488709,16849,72000,0.1093111279333838,0.9853659202980788,0.019166666666666665
monitor_shift,peer_reputation,7160182,500,1200,0,0.9233333333333333,0.9975,0.07435254803675856,0.005012531328320802,16.312274368231048,18074,0,0.0,0.9984900051557108,0.0
monitor_shift,constraint_contract,7160182,500,1200,0,0.9341666666666667,0.9675,0.034453057708871665,0.004306632213608958,15.132024977698483,16963,72000,0.11765578635014837,0.9953636380607503,0.010833333333333334
monitor_shift,peer_reputation,7170189,500,1200,0,0.8883333333333333,0.9991666666666666,0.11092577147623019,0.0025020850708924102,16.673545966228893,17774,0,0.0,0.987655648822289,0.0
monitor_shift,constraint_contract,7170189,500,1200,0,0.9216666666666666,0.9683333333333334,0.04819277108433735,0.0008605851979345956,15.3001808318264,16922,72000,0.10947712418300654,0.9895971580973981,0.011666666666666667
monitor_shift,peer_reputation,7180196,500,1200,0,0.8983333333333333,0.9991666666666666,0.10091743119266056,0.010008340283569641,16.940630797773654,18262,0,0.0,0.9734964879908413,0.0
monitor_shift,constraint_contract,7180196,500,1200,0,0.91,0.9566666666666667,0.04878048780487805,0.004355400696864111,15.556776556776557,16988,72000,0.11542594013814275,0.9778545435897417,0.013333333333333334
monitor_shift,peer_reputation,7190203,500,1200,0,0.9141666666666667,0.9983333333333333,0.08430717863105175,0.005008347245409015,16.845943482224246,18480,0,0.0,0.9947639149503631,0.0
monitor_shift,constraint_contract,7190203,500,1200,0,0.9225,0.9541666666666667,0.03318777292576419,0.007860262008733625,15.438121047877145,17090,72000,0.11571540265832682,0.9901557157776739,0.01
high_collusion_25pct,peer_reputation,7900000,500,1200,0,0.89,0.9975,0.10776942355889724,0.02422723475355054,17.260299625468164,18434,0,0.0,0.9860926935948878,0.0
high_collusion_25pct,constraint_contract,7900000,500,1200,0,0.9175,0.9733333333333334,0.05736301369863014,0.02910958904109589,15.946412352406902,17557,72000,0.10565526583135794,0.9913728600413076,0.0008333333333333334
high_collusion_25pct,peer_reputation,7910007,500,1200,0,0.9008333333333334,0.9933333333333333,0.09312080536912752,0.025167785234899327,16.76595744680851,18124,0,0.0,0.9756148911326764,0.0
high_collusion_25pct,constraint_contract,7910007,500,1200,0,0.9141666666666667,0.9575,0.04525674499564839,0.024369016536118365,15.889699179580674,17431,72000,0.11545324768022841,0.9885355211937478,0.0008333333333333334
high_collusion_25pct,peer_reputation,7920014,500,1200,0,0.8808333333333334,0.9925,0.11251049538203191,0.020990764063811923,18.049195837275306,19078,0,0.0,0.9974217087041262,0.0
high_collusion_25pct,constraint_contract,7920014,500,1200,0,0.8875,0.9283333333333333,0.04398563734290844,0.02872531418312388,16.82910798122066,17923,72000,0.10365623822088202,0.9996363456821042,0.0025
high_collusion_25pct,peer_reputation,7930021,500,1200,0,0.8941666666666667,0.9966666666666667,0.1028428093645485,0.01254180602006689,17.088536812674743,18336,0,0.0,0.985962719399946,0.0
high_collusion_25pct,constraint_contract,7930021,500,1200,0,0.9241666666666667,0.9641666666666666,0.04148660328435609,0.019878997407087293,15.774571686203787,17494,72000,0.10054844606946983,0.9930997059982187,0.0
high_collusion_25pct,peer_reputation,7940028,500,1200,0,0.8866666666666667,0.9966666666666667,0.11036789297658862,0.021739130434782608,17.44736842105263,18564,0,0.0,0.9939206235420223,0.0
high_collusion_25pct,constraint_contract,7940028,500,1200,0,0.9033333333333333,0.9475,0.04661389621811785,0.016710642040457344,16.34409594095941,17717,72000,0.10786475560455715,0.9953051069347431,0.0025
high_collusion_25pct,peer_reputation,7950035,500,1200,0,0.895,0.9958333333333333,0.10125523012552301,0.0200836820083682,16.951582867783983,18206,0,0.0,0.9916692781998735,0.0
high_collusion_25pct,constraint_contract,7950035,500,1200,0,0.9191666666666667,0.9633333333333334,0.045847750865051905,0.025086505190311418,16.014505893019038,17664,72000,0.11574720670391062,0.9930157367328967,0.0
high_collusion_25pct,peer_reputation,7960042,500,1200,0,0.9158333333333334,0.9991666666666666,0.08340283569641367,0.019182652210175146,16.86442220200182,18534,0,0.0,0.991713910470204,0.0
high_collusion_25pct,constraint_contract,7960042,500,1200,0,0.9108333333333334,0.9508333333333333,0.042068361086765996,0.026292725679228746,16.269899359560842,17783,72000,0.10440251572327044,0.9895192742659787,0.0008333333333333334
high_collusion_25pct,peer_reputation,7970049,500,1200,0,0.8983333333333333,0.9966666666666667,0.09866220735785954,0.023411371237458192,17.32838589981447,18680,0,0.0,0.9961759309031563,0.0
high_collusion_25pct,constraint_contract,7970049,500,1200,0,0.8916666666666667,0.9433333333333334,0.054770318021201414,0.030918727915194347,16.561682242990653,17721,72000,0.10385259631490787,0.9923759750922501,0.0008333333333333334
high_collusion_25pct,peer_reputation,7980056,500,1200,0,0.895,0.9975,0.10275689223057644,0.018379281537176273,17.379888268156424,18666,0,0.0,0.9973867040268303,0.0
high_collusion_25pct,constraint_contract,7980056,500,1200,0,0.9083333333333333,0.955,0.04886561954624782,0.029668411867364748,16.477981651376147,17961,72000,0.10538599640933573,0.9966684748825178,0.0008333333333333334
high_collusion_25pct,peer_reputation,7990063,500,1200,0,0.8916666666666667,0.9966666666666667,0.10535117056856187,0.020903010033444816,17.48411214953271,18708,0,0.0,0.9965234610605533,0.0
high_collusion_25pct,constraint_contract,7990063,500,1200,0,0.9033333333333333,0.95,0.04912280701754386,0.03070175438596491,16.538745387453876,17928,72000,0.1085071046318509,0.998300234382587,0.0
high_collusion_25pct,peer_reputation,8000070,500,1200,0,0.9075,0.995,0.08793969849246232,0.022613065326633167,16.841138659320478,18340,0,0.0,0.9947883649462381,0.0
high_collusion_25pct,constraint_contract,8000070,500,1200,0,0.9116666666666666,0.955,0.04537521815008726,0.02617801047120419,16.1581352833638,17677,72000,0.10984383225127216,0.9920393714517987,0.004166666666666667
high_collusion_25pct,peer_reputation,8010077,500,1200,0,0.8766666666666667,0.9941666666666666,0.1181894383906119,0.015088013411567477,17.819391634980988,18746,0,0.0,0.9883850938063646,0.0
high_collusion_25pct,constraint_contract,8010077,500,1200,0,0.8941666666666667,0.9458333333333333,0.05462555066079295,0.03259911894273128,16.606710158434296,17819,72000,0.10939167556029883,0.9928463746150757,0.0008333333333333334
high_collusion_25pct,peer_reputation,8020084,500,1200,0,0.8725,0.9925,0.12090680100755667,0.019311502938706968,18.118433619866284,18970,0,0.0,0.9874373482723604,0.0
high_collusion_25pct,constraint_contract,8020084,500,1200,0,0.8958333333333334,0.9441666666666667,0.05119152691968226,0.0353045013239188,16.51813953488372,17757,72000,0.11428571428571428,0.9943637077440663,0.0025
high_collusion_25pct,peer_reputation,8030091,500,1200,0,0.8791666666666667,0.9975,0.11862990810359231,0.02506265664160401,17.6739336492891,18646,0,0.0,0.9837619258484934,0.0
high_collusion_25pct,constraint_contract,8030091,500,1200,0,0.8916666666666667,0.9425,0.053934571175950484,0.029177718832891247,16.510280373831776,17666,72000,0.11588061901252764,0.9878792153050465,0.0033333333333333335
high_collusion_25pct,peer_reputation,8040098,500,1200,0,0.8766666666666667,0.9975,0.12113617376775271,0.022556390977443608,17.61026615969582,18526,0,0.0,0.9969504587851422,0.0
high_collusion_25pct,constraint_contract,8040098,500,1200,0,0.8958333333333334,0.94,0.04698581560283688,0.030141843971631204,16.51906976744186,17758,72000,0.10247093023255814,0.9961800099039756,0.0016666666666666668
high_collusion_25pct,peer_reputation,8050105,500,1200,0,0.9158333333333334,0.9991666666666666,0.08340283569641367,0.01751459549624687,16.766151046405824,18426,0,0.0,0.9948635191013719,0.0
high_collusion_25pct,constraint_contract,8050105,500,1200,0,0.915,0.9591666666666666,0.046046915725456126,0.028670721112076455,16.071948998178506,17647,72000,0.10519645120405577,0.9918400362592698,0.0008333333333333334
high_collusion_25pct,peer_reputation,8060112,500,1200,0,0.8666666666666667,0.9966666666666667,0.13043478260869565,0.017558528428093644,18.434615384615384,19172,0,0.0,0.9909157539170563,0.0
high_collusion_25pct,constraint_contract,8060112,500,1200,0,0.8858333333333334,0.9416666666666667,0.05929203539823009,0.030973451327433628,16.76763875823142,17824,72000,0.1068822717412739,0.9923487147502268,0.0
high_collusion_25pct,peer_reputation,8070119,500,1200,0,0.8733333333333333,0.9933333333333333,0.12080536912751678,0.010906040268456376,17.99236641221374,18856,0,0.0,0.9893911652775573,0.0
high_collusion_25pct,constraint_contract,8070119,500,1200,0,0.8808333333333334,0.9341666666666667,0.057091882247992866,0.03389830508474576,17.042573320719015,18014,72000,0.11359369132557266,0.9960407260570427,0.0
high_collusion_25pct,peer_reputation,8080126,500,1200,0,0.9091666666666667,0.9983333333333333,0.08931552587646077,0.015859766277128547,16.95325389550871,18496,0,0.0,0.9944081434716108,0.0
high_collusion_25pct,constraint_contract,8080126,500,1200,0,0.9,0.9441666666666667,0.04677846425419241,0.02912621359223301,16.591666666666665,17919,72000,0.10914400438036138,0.9936877371712107,0.0008333333333333334
high_collusion_25pct,peer_reputation,8090133,500,1200,0,0.885,0.9941666666666666,0.10980720871751885,0.025146689019279127,17.549905838041433,18638,0,0.0,0.9955720210916792,0.0
high_collusion_25pct,constraint_contract,8090133,500,1200,0,0.8933333333333333,0.9441666666666667,0.05383936451897617,0.02824360105913504,16.63526119402985,17833,72000,0.10414414414414415,0.9960044902396494,0.0025
high_collusion_25pct,peer_reputation,8100140,500,1200,0,0.8925,0.9983333333333333,0.10601001669449082,0.018363939899833055,17.430438842203547,18668,0,0.0,0.9946292247982036,0.0
high_collusion_25pct,constraint_contract,8100140,500,1200,0,0.905,0.9541666666666667,0.05152838427947598,0.02445414847161572,16.14364640883978,17532,72000,0.10830704521556257,0.9955956600564576,0.0016666666666666668
high_collusion_25pct,peer_reputation,8110147,500,1200,0,0.8691666666666666,0.9966666666666667,0.12792642140468227,0.028428093645484948,18.320230105465004,19108,0,0.0,0.9837311496839654,0.0
high_collusion_25pct,constraint_contract,8110147,500,1200,0,0.8933333333333333,0.9583333333333334,0.06782608695652174,0.04608695652173913,16.667910447761194,17868,72000,0.10675465838509317,0.9867793126718486,0.0
high_collusion_25pct,peer_reputation,8120154,500,1200,0,0.9008333333333334,0.9975,0.09690893901420217,0.017543859649122806,16.997224791859388,18374,0,0.0,0.9992055115564533,0.0
high_collusion_25pct,constraint_contract,8120154,500,1200,0,0.9216666666666666,0.9591666666666666,0.03909643788010426,0.020851433536055605,15.9376130198915,17627,72000,0.10495156081808396,0.9975387863958354,0.0008333333333333334
high_collusion_25pct,peer_reputation,8130161,500,1200,0,0.88,0.9958333333333333,0.11631799163179916,0.0301255230125523,17.744318181818183,18738,0,0.0,0.9928191214363045,0.0
high_collusion_25pct,constraint_contract,8130161,500,1200,0,0.8808333333333334,0.94,0.06294326241134751,0.041666666666666664,16.955534531693473,17922,72000,0.10007496251874062,0.992090223393715,0.0016666666666666668
high_collusion_25pct,peer_reputation,8140168,500,1200,0,0.8825,0.995,0.11306532663316583,0.01423785594639866,17.756373937677054,18804,0,0.0,0.987362780185601,0.0
high_collusion_25pct,constraint_contract,8140168,500,1200,0,0.8925,0.9475,0.05804749340369393,0.03518029903254178,16.7749766573296,17966,72000,0.11743970315398887,0.988153411803685,0.0
high_collusion_25pct,peer_reputation,8150175,500,1200,0,0.915,0.9983333333333333,0.08347245409015025,0.017529215358931552,16.77959927140255,18424,0,0.0,0.9992046804933401,0.0
high_collusion_25pct,constraint_contract,8150175,500,1200,0,0.9266666666666666,0.965,0.039723661485319514,0.024179620034542316,15.866906474820144,17644,72000,0.10704125177809388,0.998797011259748,0.0
